UNIX time 	 sensor 	 watts
1340212318 	2 	00000
1340212319 	3 	00000
1340212321 	0 	00190
1340212323 	1 	00000
1340212324 	2 	00001
1340212329 	1 	00000
1340212330 	2 	00001
1340212333 	0 	00190
1340212335 	1 	00000
1340212336 	2 	00000
1340212337 	3 	00000
1340212339 	0 	00189
1340212341 	1 	00000
1340212342 	2 	00000
1340212343 	3 	00000
1340212346 	0 	00189
1340212347 	1 	00000
1340212350 	3 	00000
1340212352 	0 	00188
1340212353 	1 	00000
1340212355 	2 	00000
1340212356 	3 	00000
1340212358 	0 	00188
1340212359 	1 	00000
1340212361 	2 	00000
1340212362 	3 	00000
1340212364 	0 	00190
1340212365 	1 	00000
1340212367 	2 	00001
1340212368 	3 	00000
1340212371 	0 	00190
1340212376 	0 	00188
1340212378 	1 	00000
1340212379 	2 	00001
1340212380 	3 	00000
1340212383 	0 	00187
1340212384 	1 	00000
1340212385 	2 	00001
1340212386 	3 	00000
1340212389 	0 	00189
1340212390 	1 	00000
1340212391 	2 	00001
1340212392 	3 	00000
1340212395 	0 	00189
1340212396 	1 	00000
1340212398 	2 	00001
1340212399 	3 	00000
1340212401 	0 	00189
1340212404 	1 	00000
1340212404 	2 	00000
1340212405 	3 	00000
1340212407 	0 	00190
1340212417 	1 	00000
1340212420 	0 	00188
1340212421 	1 	00000
1340212422 	2 	00000
1340212423 	3 	00000
1340212426 	0 	00191
1340212428 	2 	00001
1340212429 	3 	00000
1340212432 	0 	00191
1340212433 	1 	00000
1340212434 	2 	00000
1340212435 	3 	00000
1340212438 	0 	00191
1340212439 	1 	00000
1340212440 	2 	00000
1340212441 	3 	00000
1340212444 	0 	00190
1340212445 	1 	00000
1340212446 	2 	00000
1340212447 	3 	00000
1340212451 	1 	00000
1340212453 	2 	00000
1340212454 	3 	00000
1340212457 	0 	00191
1340212457 	1 	00000
1340212459 	2 	00000
1340212460 	3 	00000
1340212463 	0 	00190
1340212464 	1 	00000
1340212465 	2 	00001
1340212466 	3 	00000
1340212469 	0 	00190
1340212470 	1 	00000
1340212471 	2 	00000
1340212472 	3 	00000
1340212477 	2 	00000
1340212482 	1 	00000
1340212483 	2 	00001
1340212484 	3 	00000
1340212488 	1 	00000
1340212488 	0 	00189
1340212489 	2 	00001
1340212490 	3 	00000
1340212494 	1 	00000
1340212494 	0 	00188
1340212495 	2 	00000
1340212496 	3 	00000
1340212500 	1 	00000
1340212500 	0 	00190
1340212502 	2 	00000
1340212503 	3 	00000
1340212506 	1 	00000
1340212506 	0 	00189
1340212508 	2 	00000
1340212509 	3 	00000
1340212512 	1 	00000
1340212512 	0 	00190
1340212514 	2 	00001
1340212515 	3 	00000
1340212518 	1 	00000
1340212518 	0 	00189
1340212520 	2 	00001
1340212521 	3 	00000
1340212524 	1 	00000
1340212525 	0 	00188
1340212527 	3 	00000
1340212530 	1 	00000
1340212531 	0 	00189
1340212532 	2 	00000
1340212533 	3 	00000
1340212537 	1 	00000
1340212537 	0 	00189
1340212538 	2 	00000
1340212539 	3 	00000
1340212543 	1 	00000
1340212543 	0 	00191
1340212544 	2 	00000
1340212545 	3 	00000
1340212549 	1 	00000
1340212549 	0 	00190
1340212551 	3 	00000
1340212555 	1 	00000
1340212556 	0 	00189
1340212557 	2 	00001
1340212558 	3 	00000
1340212561 	1 	00000
1340212562 	0 	00189
1340212563 	2 	00001
1340212564 	3 	00000
1340212567 	1 	00000
1340212568 	0 	00190
1340212569 	2 	00000
1340212570 	3 	00000
1340212573 	1 	00000
1340212574 	0 	00189
1340212575 	2 	00000
1340212576 	3 	00000
1340212580 	0 	00189
1340212581 	2 	00001
1340212585 	1 	00000
1340212587 	0 	00188
1340212587 	2 	00000
1340212588 	3 	00000
1340212591 	1 	00000
1340212593 	0 	00189
1340212594 	2 	00000
1340212594 	3 	00000
1340212598 	1 	00000
1340212599 	0 	00188
1340212600 	2 	00001
1340212600 	3 	00000
1340212604 	1 	00000
1340212605 	0 	00191
1340212606 	2 	00000
1340212607 	3 	00000
1340212610 	1 	00000
1340212611 	0 	00188
1340212612 	2 	00000
1340212613 	3 	00000
1340212616 	1 	00000
1340212617 	0 	00188
1340212618 	2 	00000
1340212619 	3 	00000
1340212622 	1 	00000
1340212624 	0 	00189
1340212624 	2 	00000
1340212625 	3 	00000
1340212628 	1 	00000
1340212630 	0 	00189
1340212630 	2 	00001
1340212631 	3 	00000
1340212634 	1 	00000
1340212636 	0 	00188
1340212637 	2 	00001
1340212637 	3 	00000
1340212640 	1 	00000
1340212642 	0 	00187
1340212643 	3 	00000
1340212646 	1 	00000
1340212648 	2 	00000
1340212649 	3 	00000
1340212653 	1 	00000
1340212655 	2 	00000
1340212655 	0 	00188
1340212655 	3 	00000
1340212659 	1 	00000
1340212661 	2 	00001
1340212661 	0 	00188
1340212662 	3 	00000
1340212665 	1 	00000
1340212667 	2 	00000
1340212667 	0 	00188
1340212668 	3 	00000
1340212671 	1 	00000
1340212673 	2 	00000
1340212673 	0 	00189
1340212674 	3 	00000
1340212677 	1 	00000
1340212679 	2 	00001
1340212679 	0 	00189
1340212680 	3 	00000
1340212683 	1 	00000
1340212685 	2 	00001
1340212686 	0 	00190
1340212689 	1 	00000
1340212691 	2 	00000
1340212692 	0 	00189
1340212692 	3 	00000
1340212695 	1 	00000
1340212697 	2 	00000
1340212698 	0 	00190
1340212699 	3 	00000
1340212701 	1 	00000
1340212704 	2 	00001
1340212704 	3 	00000
1340212708 	1 	00000
1340212710 	2 	00001
1340212710 	0 	00190
1340212710 	3 	00000
1340212714 	1 	00000
1340212716 	2 	00001
1340212716 	0 	00189
1340212717 	3 	00000
1340212720 	1 	00000
1340212722 	2 	00000
1340212722 	0 	00189
1340212723 	3 	00000
1340212726 	1 	00000
1340212729 	3 	00000
1340212734 	2 	00001
1340212735 	0 	00189
1340212735 	3 	00000
1340212738 	1 	00000
1340212740 	2 	00000
1340212741 	0 	00189
1340212742 	3 	00000
1340212744 	1 	00000
1340212746 	2 	00000
1340212747 	0 	00189
1340212750 	1 	00000
1340212753 	0 	00190
1340212756 	1 	00000
1340212759 	2 	00000
1340212759 	3 	00000
1340212760 	0 	00189
1340212763 	1 	00000
1340212765 	2 	00000
1340212766 	3 	00000
1340212766 	0 	00188
1340212769 	1 	00000
1340212771 	2 	00001
1340212772 	3 	00000
1340212775 	1 	00000
1340212777 	2 	00000
1340212778 	3 	00000
1340212778 	0 	00189
1340212781 	1 	00000
1340212783 	2 	00000
1340212784 	3 	00000
1340212784 	0 	00189
1340212789 	2 	00000
1340212790 	3 	00000
1340212791 	0 	00190
1340212793 	1 	00000
1340212795 	2 	00000
1340212796 	3 	00000
1340212797 	0 	00188
1340212799 	1 	00000
1340212801 	2 	00001
1340212802 	3 	00000
1340212805 	1 	00000
1340212808 	2 	00000
1340212808 	3 	00000
1340212809 	0 	00189
1340212811 	1 	00000
1340212814 	2 	00000
1340212815 	0 	00189
1340212818 	1 	00000
1340212820 	2 	00000
1340212821 	3 	00000
1340212822 	0 	00189
1340212824 	1 	00000
1340212826 	2 	00001
1340212827 	3 	00000
1340212828 	0 	00188
1340212830 	1 	00000
1340212832 	2 	00001
1340212833 	3 	00000
1340212834 	0 	00196
1340212836 	1 	00000
1340212838 	2 	00000
1340212839 	3 	00000
1340212840 	0 	00189
1340212844 	2 	00000
1340212845 	3 	00000
1340212848 	1 	00000
1340212850 	2 	00000
1340212851 	3 	00000
1340212853 	0 	00189
1340212854 	1 	00000
1340212857 	2 	00000
1340212857 	3 	00000
1340212859 	0 	00188
1340212860 	1 	00000
1340212863 	2 	00000
1340212865 	0 	00189
1340212866 	1 	00000
1340212869 	2 	00000
1340212870 	3 	00000
1340212871 	0 	00189
1340212873 	1 	00000
1340212875 	2 	00000
1340212876 	3 	00000
1340212878 	0 	00188
1340212879 	1 	00000
1340212881 	2 	00000
1340212882 	3 	00000
1340212884 	0 	00189
1340212885 	1 	00000
1340212887 	2 	00001
1340212888 	3 	00000
1340212890 	0 	00188
1340212891 	1 	00000
1340212893 	2 	00001
1340212894 	3 	00000
1340212896 	0 	00190
1340212899 	2 	00000
1340212900 	3 	00000
1340212902 	0 	00189
1340212903 	1 	00000
1340212906 	3 	00000
1340212908 	0 	00189
1340212909 	1 	00000
1340212912 	2 	00000
1340212912 	3 	00000
1340212915 	0 	00189
1340212915 	1 	00000
1340212918 	2 	00000
1340212921 	0 	00188
1340212921 	1 	00000
1340212924 	2 	00000
1340212925 	3 	00000
1340212928 	1 	00000
1340212931 	3 	00000
1340212933 	0 	00189
1340212934 	1 	00000
1340212936 	2 	00001
1340212937 	3 	00000
1340212939 	0 	00188
1340212940 	1 	00000
1340212942 	2 	00000
1340212943 	3 	00000
1340212946 	0 	00189
1340212948 	2 	00001
1340212949 	3 	00000
1340212952 	0 	00188
1340212954 	2 	00001
1340212955 	3 	00000
1340212958 	0 	00188
1340212961 	2 	00000
1340212967 	2 	00000
1340212967 	3 	00000
1340212970 	1 	00000
1340212970 	0 	00145
1340212973 	2 	00000
1340212974 	3 	00000
1340212976 	1 	00000
1340212977 	0 	00145
1340212979 	2 	00001
1340212980 	3 	00000
1340212983 	1 	00000
1340212983 	0 	00146
1340212985 	2 	00001
1340212986 	3 	00000
1340212989 	1 	00000
1340212989 	0 	00145
1340212991 	2 	00000
1340212992 	3 	00000
1340212995 	1 	00000
1340212995 	0 	00145
1340212997 	2 	00001
1340212998 	3 	00000
1340213001 	1 	00000
1340213003 	2 	00000
1340213004 	3 	00000
1340213008 	0 	00146
1340213010 	2 	00000
1340213010 	3 	00000
1340213013 	1 	00000
1340213014 	0 	00146
1340213016 	2 	00001
1340213016 	3 	00000
1340213019 	1 	00000
1340213020 	0 	00145
1340213022 	2 	00000
1340213025 	1 	00000
1340213026 	0 	00145
1340213028 	2 	00001
1340213029 	3 	00000
1340213031 	1 	00000
1340213032 	0 	00145
1340213034 	2 	00000
1340213035 	3 	00000
1340213038 	1 	00000
1340213039 	0 	00145
1340213040 	2 	00000
1340213041 	3 	00000
1340213044 	1 	00000
1340213045 	0 	00145
1340213046 	2 	00001
1340213047 	3 	00000
1340213050 	1 	00000
1340213051 	0 	00145
1340213052 	2 	00000
1340213053 	3 	00000
1340213056 	1 	00000
1340213057 	0 	00145
1340213059 	2 	00001
1340213059 	3 	00000
1340213062 	1 	00000
1340213063 	0 	00145
1340213065 	2 	00000
1340213065 	3 	00000
1340213068 	1 	00000
1340213069 	0 	00145
1340213071 	2 	00001
1340213071 	3 	00000
1340213074 	1 	00000
1340213076 	0 	00145
1340213077 	2 	00000
1340213078 	3 	00000
1340213080 	1 	00000
1340213082 	0 	00145
1340213083 	2 	00001
1340213084 	3 	00000
1340213086 	1 	00000
1340213088 	0 	00145
1340213089 	2 	00000
1340213090 	3 	00000
1340213093 	1 	00000
1340213094 	0 	00145
1340213095 	2 	00000
1340213096 	3 	00000
1340213099 	1 	00000
1340213100 	0 	00145
1340213101 	2 	00000
1340213102 	3 	00000
1340213105 	1 	00000
1340213106 	0 	00145
1340213108 	3 	00000
1340213111 	1 	00000
1340213113 	0 	00145
1340213114 	2 	00001
1340213114 	3 	00000
1340213117 	1 	00000
1340213119 	0 	00146
1340213120 	2 	00001
1340213120 	3 	00000
1340213123 	1 	00000
1340213125 	0 	00145
1340213126 	2 	00000
1340213126 	3 	00000
1340213129 	1 	00000
1340213131 	0 	00145
1340213132 	2 	00001
1340213133 	3 	00000
1340213135 	1 	00000
1340213137 	0 	00145
1340213138 	2 	00000
1340213139 	3 	00000
1340213141 	1 	00000
1340213143 	0 	00145
1340213144 	2 	00000
1340213145 	3 	00000
1340213147 	1 	00000
1340213150 	0 	00145
1340213150 	2 	00000
1340213154 	1 	00000
1340213156 	0 	00145
1340213156 	2 	00001
1340213157 	3 	00000
1340213160 	1 	00000
1340213163 	2 	00000
1340213163 	3 	00000
1340213166 	1 	00000
1340213168 	0 	00146
1340213169 	2 	00000
1340213169 	3 	00000
1340213172 	1 	00000
1340213174 	0 	00145
1340213175 	2 	00001
1340213175 	3 	00000
1340213178 	1 	00000
1340213180 	0 	00146
1340213181 	2 	00000
1340213182 	3 	00000
1340213184 	1 	00000
1340213187 	0 	00145
1340213187 	2 	00000
1340213188 	3 	00000
1340213190 	1 	00000
1340213193 	0 	00146
1340213193 	2 	00001
1340213194 	3 	00000
1340213196 	1 	00000
1340213199 	2 	00000
1340213200 	3 	00000
1340213202 	1 	00000
1340213205 	0 	00145
1340213206 	2 	00000
1340213206 	3 	00000
1340213209 	1 	00000
1340213211 	0 	00126
1340213212 	2 	00000
1340213215 	1 	00000
1340213218 	0 	00127
1340213221 	1 	00000
1340213227 	1 	00000
1340213230 	2 	00001
1340213230 	0 	00126
1340213233 	1 	00000
1340213236 	2 	00000
1340213236 	0 	00126
1340213239 	1 	00000
1340213242 	2 	00000
1340213242 	0 	00127
1340213245 	1 	00000
1340213248 	2 	00001
1340213249 	0 	00127
1340213251 	1 	00000
1340213254 	2 	00001
1340213255 	0 	00127
1340213260 	2 	00000
1340213261 	0 	00126
1340213264 	1 	00000
1340213267 	2 	00000
1340213267 	0 	00126
1340213270 	1 	00000
1340213273 	2 	00000
1340213276 	1 	00000
1340213279 	2 	00000
1340213280 	0 	00126
1340213282 	1 	00000
1340213286 	0 	00126
1340213288 	1 	00000
1340213291 	2 	00000
1340213292 	0 	00127
1340213294 	1 	00000
1340213297 	2 	00001
1340213298 	0 	00128
1340213300 	1 	00000
1340213303 	2 	00000
1340213304 	0 	00127
1340213306 	1 	00000
1340213310 	0 	00126
1340213316 	2 	00000
1340213316 	0 	00126
1340213319 	1 	00000
1340213322 	2 	00000
1340213322 	0 	00127
1340213325 	1 	00000
1340213328 	2 	00001
1340213329 	0 	00127
1340213331 	1 	00000
1340213334 	2 	00000
1340213335 	0 	00126
1340213337 	1 	00000
1340213340 	2 	00000
1340213341 	0 	00127
1340213343 	1 	00000
1340213346 	2 	00000
1340213347 	0 	00127
1340213349 	1 	00000
1340213352 	2 	00000
1340213353 	0 	00126
1340213355 	1 	00000
1340213358 	2 	00000
1340213361 	1 	00000
1340213365 	2 	00000
1340213366 	0 	00126
1340213371 	2 	00000
1340213374 	1 	00000
1340213377 	2 	00000
1340213378 	0 	00126
1340213380 	1 	00000
1340213383 	2 	00000
1340213384 	0 	00126
1340213386 	1 	00000
1340213389 	2 	00000
1340213390 	0 	00126
1340213392 	1 	00000
1340213395 	2 	00001
1340213397 	0 	00126
1340213398 	1 	00000
1340213401 	2 	00000
1340213403 	0 	00125
1340213404 	1 	00000
1340213407 	2 	00001
1340213409 	0 	00127
1340213410 	1 	00000
1340213413 	2 	00000
1340213415 	0 	00125
1340213416 	1 	00000
1340213420 	2 	00001
1340213422 	0 	00126
1340213426 	2 	00000
1340213428 	0 	00127
1340213429 	1 	00000
1340213432 	2 	00001
1340213435 	1 	00000
1340213438 	2 	00000
1340213440 	0 	00126
1340213441 	1 	00000
1340213444 	2 	00000
1340213446 	0 	00126
1340213447 	1 	00000
1340213450 	2 	00000
1340213452 	0 	00126
1340213453 	1 	00000
1340213456 	2 	00000
1340213459 	0 	00126
1340213459 	1 	00000
1340213465 	0 	00125
1340213465 	1 	00000
1340213469 	2 	00001
1340213471 	0 	00130
1340213472 	1 	00000
1340213475 	2 	00000
1340213477 	0 	00126
1340213481 	2 	00001
1340213483 	0 	00127
1340213484 	1 	00000
1340213490 	0 	00126
1340213490 	1 	00000
1340213493 	2 	00000
1340213499 	2 	00000
1340213502 	1 	00000
1340213502 	0 	00127
1340213505 	2 	00000
1340213508 	1 	00000
1340213508 	0 	00126
1340213511 	2 	00000
1340213514 	1 	00000
1340213514 	0 	00126
1340213518 	2 	00000
1340213520 	1 	00000
1340213521 	0 	00126
1340213524 	2 	00000
1340213526 	1 	00000
1340213527 	0 	00127
1340213530 	2 	00000
1340213533 	0 	00126
1340213536 	2 	00000
1340213539 	1 	00000
1340213539 	0 	00126
1340213542 	2 	00000
1340213545 	1 	00000
1340213545 	0 	00126
1340213548 	2 	00000
1340213551 	1 	00000
1340213552 	0 	00126
1340213554 	2 	00000
1340213557 	1 	00000
1340213558 	0 	00126
1340213560 	2 	00000
1340213563 	1 	00000
1340213564 	0 	00126
1340213566 	2 	00000
1340213569 	1 	00000
1340213570 	0 	00127
1340213573 	2 	00000
1340213575 	1 	00000
1340213576 	0 	00126
1340213579 	2 	00001
1340213581 	1 	00000
1340213582 	0 	00126
1340213585 	2 	00001
1340213587 	1 	00000
1340213588 	0 	00126
1340213591 	2 	00000
1340213594 	1 	00000
1340213597 	2 	00001
1340213600 	1 	00000
1340213601 	0 	00126
1340213603 	2 	00000
1340213606 	1 	00000
1340213607 	0 	00126
1340213609 	2 	00000
1340213612 	1 	00000
1340213613 	0 	00126
1340213615 	2 	00000
1340213618 	1 	00000
1340213619 	0 	00126
1340213622 	2 	00000
1340213624 	1 	00000
1340213625 	0 	00125
1340213628 	2 	00000
1340213630 	1 	00000
1340213634 	2 	00000
1340213636 	1 	00000
1340213638 	0 	00124
1340213640 	2 	00001
1340213642 	1 	00000
1340213644 	0 	00125
1340213646 	2 	00000
1340213648 	1 	00000
1340213650 	0 	00126
1340213652 	2 	00001
1340213655 	1 	00000
1340213656 	0 	00126
1340213658 	2 	00000
1340213661 	1 	00000
1340213662 	0 	00126
1340213667 	1 	00000
1340213669 	0 	00125
1340213671 	2 	00001
1340213673 	1 	00000
1340213675 	0 	00125
1340213677 	2 	00001
1340213679 	1 	00000
1340213681 	0 	00125
1340213683 	2 	00001
1340213685 	1 	00000
1340213687 	0 	00125
1340213689 	2 	00000
1340213691 	1 	00000
1340213693 	0 	00125
1340213695 	2 	00001
1340213697 	1 	00000
1340213699 	0 	00125
1340213701 	2 	00001
1340213703 	1 	00000
1340213705 	0 	00126
1340213707 	2 	00001
1340213710 	1 	00000
1340213712 	0 	00125
1340213713 	2 	00001
1340213716 	1 	00000
1340213718 	0 	00124
1340213719 	2 	00000
1340213722 	1 	00000
1340213724 	0 	00125
1340213726 	2 	00000
1340213728 	1 	00000
1340213730 	0 	00125
1340213732 	2 	00000
1340213734 	1 	00000
1340213737 	0 	00125
1340213738 	2 	00000
1340213740 	1 	00000
1340213743 	0 	00125
1340213744 	2 	00000
1340213746 	1 	00000
1340213750 	2 	00000
1340213752 	1 	00000
1340213755 	0 	00125
1340213756 	2 	00000
1340213758 	1 	00000
1340213761 	0 	00126
1340213762 	2 	00000
1340213765 	1 	00000
1340213767 	0 	00129
1340213768 	2 	00001
1340213771 	1 	00000
1340213773 	0 	00128
1340213775 	2 	00000
1340213777 	1 	00000
1340213779 	0 	00128
1340213781 	2 	00001
1340213783 	1 	00000
1340213785 	0 	00129
1340213787 	2 	00001
1340213789 	1 	00000
1340213791 	0 	00128
1340213793 	2 	00000
1340213795 	1 	00000
1340213797 	0 	00128
1340213799 	2 	00001
1340213801 	1 	00000
1340213805 	2 	00000
1340213807 	1 	00000
1340213810 	0 	00128
1340213811 	2 	00000
1340213813 	1 	00000
1340213816 	0 	00129
1340213817 	2 	00000
1340213820 	1 	00000
1340213822 	0 	00128
1340213824 	2 	00000
1340213826 	1 	00000
1340213828 	0 	00129
1340213830 	2 	00000
1340213832 	1 	00000
1340213834 	0 	00129
1340213836 	2 	00000
1340213844 	1 	00000
1340213848 	2 	00000
1340213850 	1 	00000
1340213853 	0 	00129
1340213854 	2 	00000
1340213856 	1 	00000
1340213859 	0 	00129
1340213860 	2 	00000
1340213862 	1 	00000
1340213865 	0 	00129
1340213866 	2 	00000
1340213871 	0 	00128
1340213872 	2 	00000
1340213875 	1 	00000
1340213877 	0 	00128
1340213879 	2 	00000
1340213881 	1 	00000
1340213884 	0 	00129
1340213885 	2 	00001
1340213887 	1 	00000
1340213890 	0 	00129
1340213891 	2 	00000
1340213896 	0 	00129
1340213897 	2 	00000
1340213899 	1 	00000
1340213902 	0 	00129
1340213906 	2 	00000
1340213908 	0 	00128
1340213909 	2 	00001
1340213911 	1 	00000
1340213914 	0 	00128
1340213915 	2 	00000
1340213917 	1 	00000
1340213921 	0 	00102
1340213921 	2 	00001
1340213923 	1 	00000
1340213927 	0 	00102
1340213928 	2 	00001
1340213930 	1 	00000
1340213933 	0 	00102
1340213934 	2 	00000
1340213936 	1 	00000
1340213939 	0 	00102
1340213940 	2 	00000
1340213942 	1 	00000
1340213946 	0 	00103
1340213946 	2 	00001
1340213952 	0 	00102
1340213952 	2 	00000
1340213954 	1 	00000
1340213958 	0 	00102
1340213959 	2 	00000
1340213960 	1 	00000
1340213964 	0 	00102
1340213965 	2 	00001
1340213966 	1 	00000
1340213970 	0 	00102
1340213971 	2 	00000
1340213972 	1 	00000
1340213977 	0 	00102
1340213978 	1 	00000
1340213983 	2 	00000
1340213983 	0 	00102
1340213985 	1 	00000
1340213989 	2 	00001
1340213989 	0 	00103
1340213991 	1 	00000
1340213995 	2 	00000
1340213995 	0 	00102
1340213997 	1 	00000
1340214001 	2 	00001
1340214007 	2 	00001
1340214008 	0 	00103
1340214009 	1 	00000
1340214013 	2 	00000
1340214014 	0 	00102
1340214015 	1 	00000
1340214020 	0 	00102
1340214021 	1 	00000
