UNIXtime	sensor	watts
1340777240 	2 	00084
1340777241 	0 	00267
1340777242 	1 	00000
1340777246 	2 	00085
1340777247 	0 	00265
1340777248 	1 	00000
1340777252 	2 	00084
1340777253 	0 	00263
1340777259 	2 	00084
1340777261 	1 	00000
1340777265 	2 	00085
1340777266 	0 	00256
1340777266 	1 	00000
1340777271 	2 	00085
1340777272 	0 	00254
1340777272 	1 	00000
1340777277 	2 	00086
1340777278 	0 	00255
1340777279 	1 	00000
1340777283 	2 	00086
1340777284 	0 	00257
1340777285 	1 	00000
1340777289 	2 	00086
1340777290 	0 	00251
1340777291 	1 	00000
1340777295 	2 	00086
1340777297 	0 	00247
1340777297 	1 	00000
1340777301 	2 	00085
1340777303 	0 	00246
1340777308 	2 	00086
1340777309 	0 	00250
1340777309 	1 	00000
1340777314 	2 	00086
1340777315 	0 	00250
1340777315 	1 	00000
1340777320 	2 	00086
1340777321 	1 	00000
1340777326 	2 	00086
1340777328 	1 	00000
1340777332 	2 	00086
1340777334 	1 	00000
1340777334 	0 	00249
1340777338 	2 	00086
1340777340 	1 	00000
1340777340 	0 	00205
1340777344 	2 	00101
1340777346 	1 	00000
1340777351 	0 	00202
1340777352 	1 	00000
1340777352 	0 	00202
1340777357 	2 	00086
1340777358 	1 	00000
1340777359 	0 	00206
1340777363 	2 	00086
1340777364 	1 	00000
1340777365 	0 	00208
1340777369 	2 	00086
1340777370 	1 	00000
1340777370 	0 	00205
1340777375 	2 	00086
1340777376 	1 	00000
1340777376 	0 	00207
1340777381 	2 	00086
1340777383 	1 	00000
1340777383 	0 	00209
1340777387 	2 	00086
1340777389 	0 	00207
1340777393 	2 	00086
1340777395 	1 	00000
1340777395 	0 	00206
1340777399 	2 	00086
1340777401 	1 	00000
1340777401 	0 	00206
1340777406 	2 	00086
1340777407 	1 	00000
1340777407 	0 	00207
1340777412 	2 	00087
1340777413 	1 	00000
1340777418 	2 	00085
1340777419 	1 	00000
1340777420 	0 	00207
1340777424 	2 	00085
1340777425 	1 	00000
1340777426 	0 	00205
1340777430 	2 	00085
1340777432 	1 	00000
1340777432 	0 	00207
1340777436 	2 	00085
1340777438 	1 	00000
1340777438 	0 	00206
1340777442 	2 	00085
1340777444 	1 	00000
1340777448 	2 	00085
1340777450 	1 	00000
1340777452 	0 	00205
1340777455 	2 	00085
1340777456 	1 	00000
1340777457 	0 	00206
1340777461 	2 	00085
1340777462 	1 	00000
1340777463 	0 	00204
1340777467 	2 	00084
1340777469 	0 	00205
1340777473 	2 	00084
1340777474 	1 	00000
1340777475 	0 	00205
1340777479 	2 	00084
1340777480 	1 	00000
1340777485 	2 	00084
1340777486 	1 	00000
1340777488 	0 	00205
1340777491 	2 	00084
1340777493 	1 	00000
1340777494 	0 	00204
1340777497 	2 	00084
1340777499 	1 	00000
1340777500 	0 	00202
1340777504 	2 	00084
1340777505 	1 	00000
1340777506 	0 	00204
1340777510 	2 	00084
1340777511 	1 	00000
1340777513 	0 	00201
1340777516 	2 	00083
1340777517 	1 	00000
1340777519 	0 	00204
1340777522 	2 	00084
1340777525 	0 	00202
1340777528 	2 	00083
1340777529 	1 	00000
1340777534 	2 	00083
1340777536 	1 	00000
1340777537 	0 	00202
1340777540 	2 	00083
1340777541 	1 	00000
1340777543 	0 	00209
1340777546 	2 	00082
1340777548 	1 	00000
1340777549 	0 	00202
1340777553 	2 	00083
1340777554 	1 	00000
1340777556 	0 	00227
1340777559 	2 	00083
1340777560 	1 	00000
1340777565 	2 	00082
1340777566 	1 	00000
1340777568 	0 	00218
1340777571 	2 	00083
1340777572 	1 	00000
1340777574 	0 	00218
1340777577 	2 	00083
1340777579 	1 	00000
1340777580 	0 	00216
1340777583 	2 	00083
1340777584 	1 	00000
1340777587 	0 	00217
1340777589 	2 	00083
1340777590 	1 	00000
1340777593 	0 	00215
1340777595 	2 	00082
1340777596 	1 	00000
1340777599 	0 	00209
1340777602 	2 	00082
1340777605 	0 	00208
1340777608 	2 	00083
1340777609 	1 	00000
1340777611 	0 	00209
1340777614 	2 	00082
1340777615 	1 	00000
1340777618 	0 	00208
1340777620 	2 	00082
1340777621 	1 	00000
1340777624 	0 	00204
1340777626 	2 	00082
1340777627 	1 	00000
1340777630 	0 	00200
1340777632 	2 	00082
1340777633 	1 	00000
1340777636 	0 	00202
1340777638 	2 	00082
1340777640 	1 	00000
1340777642 	0 	00201
1340777644 	2 	00082
1340777645 	1 	00000
1340777649 	0 	00204
1340777651 	2 	00082
1340777652 	1 	00000
1340777655 	0 	00201
1340777657 	2 	00082
1340777658 	1 	00000
1340777661 	0 	00202
1340777663 	2 	00082
1340777664 	1 	00000
1340777667 	0 	00204
1340777669 	2 	00082
1340777670 	1 	00000
1340777673 	0 	00201
1340777675 	2 	00082
1340777676 	1 	00000
1340777681 	2 	00082
1340777683 	1 	00000
1340777686 	0 	00201
1340777687 	2 	00082
1340777688 	1 	00000
1340777692 	0 	00202
1340777693 	2 	00082
1340777694 	1 	00000
1340777698 	0 	00202
1340777700 	2 	00083
1340777700 	1 	00000
1340777704 	0 	00204
1340777706 	2 	00082
1340777707 	1 	00000
1340777711 	0 	00201
1340777712 	2 	00083
1340777713 	1 	00000
1340777717 	0 	00201
1340777718 	2 	00082
1340777719 	1 	00000
1340777723 	0 	00202
1340777726 	2 	00082
1340777729 	0 	00201
1340777730 	2 	00083
1340777731 	1 	00000
1340777735 	0 	00202
1340777736 	2 	00082
1340777742 	0 	00200
1340777742 	2 	00082
1340777744 	1 	00000
1340777748 	0 	00202
1340777749 	2 	00082
1340777749 	1 	00000
1340777754 	0 	00202
1340777755 	2 	00082
1340777755 	1 	00000
1340777760 	0 	00202
1340777761 	2 	00082
1340777762 	1 	00000
1340777766 	0 	00204
1340777767 	2 	00083
1340777768 	1 	00000
1340777773 	2 	00082
1340777774 	1 	00000
1340777779 	0 	00204
1340777779 	2 	00083
1340777780 	1 	00000
1340777785 	0 	00201
1340777785 	2 	00082
1340777792 	1 	00000
1340777798 	2 	00082
1340777798 	1 	00000
1340777803 	0 	00202
1340777804 	2 	00082
1340777804 	1 	00000
1340777809 	0 	00201
1340777810 	2 	00082
1340777810 	1 	00000
1340777816 	0 	00201
1340777816 	2 	00082
1340777817 	1 	00000
1340777822 	0 	00204
1340777822 	2 	00082
1340777823 	1 	00000
1340777828 	2 	00083
1340777829 	1 	00000
1340777834 	0 	00202
1340777835 	1 	00000
1340777840 	2 	00082
1340777840 	0 	00202
1340777841 	1 	00000
1340777847 	2 	00082
1340777847 	0 	00201
1340777847 	1 	00000
1340777853 	0 	00202
1340777853 	1 	00000
1340777859 	1 	00000
1340777865 	2 	00082
1340777865 	0 	00202
1340777865 	1 	00000
1340777878 	1 	00000
1340777883 	2 	00082
1340777883 	0 	00202
1340777884 	1 	00000
1340777889 	2 	00082
1340777890 	1 	00000
1340777896 	2 	00081
1340777896 	0 	00202
1340777896 	1 	00000
1340777902 	2 	00083
1340777902 	0 	00202
1340777902 	1 	00000
1340777908 	2 	00082
1340777908 	0 	00201
1340777908 	1 	00000
1340777914 	2 	00082
1340777920 	2 	00083
1340777920 	1 	00000
1340777926 	2 	00082
1340777927 	1 	00000
1340777927 	0 	00201
1340777932 	2 	00082
1340777933 	1 	00000
1340777933 	0 	00232
1340777938 	2 	00082
1340777940 	1 	00000
1340777944 	2 	00082
1340777945 	1 	00000
1340777945 	0 	00223
1340777951 	2 	00082
1340777951 	1 	00000
1340777952 	0 	00220
1340777957 	2 	00082
1340777957 	1 	00000
1340777959 	0 	00218
1340777963 	2 	00081
1340777963 	1 	00000
1340777964 	0 	00216
1340777969 	2 	00082
1340777969 	1 	00000
1340777970 	0 	00217
1340777975 	2 	00082
1340777976 	1 	00000
1340777976 	0 	00215
1340777981 	2 	00082
1340777982 	1 	00000
1340777983 	0 	00208
1340777987 	2 	00082
1340777988 	1 	00000
1340777989 	0 	00208
1340777993 	2 	00082
1340777994 	1 	00000
1340777995 	0 	00210
1340778000 	2 	00082
1340778002 	1 	00000
1340778006 	2 	00081
1340778007 	0 	00201
1340778012 	2 	00082
1340778012 	1 	00000
1340778014 	0 	00201
1340778018 	2 	00082
1340778018 	1 	00000
1340778020 	0 	00202
1340778024 	2 	00082
1340778026 	1 	00000
1340778030 	2 	00082
1340778031 	1 	00000
1340778036 	2 	00082
1340778037 	1 	00000
1340778038 	0 	00202
1340778042 	2 	00082
1340778043 	1 	00000
1340778045 	0 	00202
1340778049 	2 	00082
1340778049 	1 	00000
1340778051 	0 	00201
1340778055 	2 	00082
1340778055 	1 	00000
1340778057 	0 	00201
1340778061 	2 	00082
1340778061 	1 	00000
1340778067 	2 	00082
1340778069 	1 	00000
1340778073 	1 	00000
1340778075 	0 	00201
1340778079 	2 	00083
1340778079 	1 	00000
1340778081 	0 	00204
1340778085 	2 	00082
1340778087 	0 	00201
1340778091 	2 	00098
1340778092 	1 	00000
1340778094 	0 	00211
1340778098 	2 	00083
1340778098 	1 	00000
1340778104 	2 	00083
1340778104 	1 	00000
1340778106 	0 	00206
1340778110 	2 	00083
1340778110 	1 	00000
1340778112 	0 	00202
1340778116 	2 	00083
1340778118 	1 	00000
1340778118 	0 	00202
1340778122 	2 	00084
1340778122 	1 	00000
1340778128 	2 	00084
1340778128 	1 	00000
1340778131 	0 	00205
1340778134 	2 	00084
1340778134 	1 	00000
1340778137 	0 	00205
1340778140 	2 	00084
1340778143 	0 	00205
1340778147 	2 	00084
1340778147 	1 	00000
1340778149 	0 	00211
1340778153 	2 	00084
1340778153 	1 	00000
1340778156 	0 	00204
1340778163 	2 	00084
1340778165 	2 	00083
1340778165 	1 	00000
1340778168 	0 	00200
1340778171 	2 	00083
1340778171 	1 	00000
1340778174 	0 	00202
1340778177 	1 	00000
1340778180 	0 	00205
1340778187 	0 	00204
1340778193 	0 	00201
1340778196 	1 	00000
1340778199 	0 	00201
1340778202 	1 	00000
1340778205 	0 	00202
1340778208 	1 	00000
1340778211 	0 	00204
1340778214 	1 	00000
1340778217 	0 	00201
1340778223 	0 	00200
1340778226 	1 	00000
1340778226 	2 	00082
1340778230 	0 	00201
1340778232 	1 	00000
1340778232 	2 	00082
1340778236 	0 	00200
1340778238 	1 	00000
1340778238 	2 	00082
1340778244 	1 	00000
1340778245 	2 	00081
1340778248 	0 	00200
1340778251 	1 	00000
1340778251 	2 	00081
1340778254 	0 	00200
1340778257 	1 	00000
1340778259 	2 	00081
1340778261 	0 	00216
1340778263 	1 	00000
1340778263 	2 	00080
1340778267 	0 	00217
1340778269 	1 	00000
1340778269 	2 	00080
1340778275 	1 	00000
1340778275 	2 	00081
1340778279 	0 	00217
1340778281 	1 	00000
1340778281 	2 	00080
1340778285 	0 	00217
1340778287 	1 	00000
1340778287 	2 	00080
1340778292 	0 	00216
1340778293 	1 	00000
1340778294 	2 	00080
1340778298 	0 	00218
1340778300 	1 	00000
1340778304 	0 	00216
1340778306 	1 	00000
1340778306 	2 	00080
1340778312 	1 	00000
1340778312 	2 	00079
1340778316 	0 	00234
1340778318 	1 	00000
1340778320 	2 	00079
1340778323 	0 	00236
1340778324 	1 	00000
1340778324 	2 	00079
1340778329 	0 	00230
1340778330 	1 	00000
1340778330 	2 	00079
1340778335 	0 	00231
1340778336 	1 	00000
1340778336 	2 	00079
1340778341 	0 	00230
1340778342 	1 	00000
1340778343 	2 	00079
1340778347 	0 	00229
1340778348 	1 	00000
1340778349 	2 	00072
1340778353 	0 	00162
1340778355 	2 	00002
1340778361 	1 	00000
1340778361 	2 	00000
1340778366 	0 	00157
1340778367 	1 	00000
1340778367 	2 	00000
1340778372 	0 	00158
1340778373 	1 	00000
1340778373 	2 	00001
1340778378 	0 	00158
1340778379 	1 	00000
1340778379 	2 	00000
1340778384 	0 	00157
1340778386 	1 	00000
1340778390 	0 	00151
1340778391 	1 	00000
1340778392 	2 	00000
1340778396 	0 	00151
1340778397 	1 	00000
1340778398 	2 	00000
1340778402 	0 	00151
1340778403 	1 	00000
1340778405 	2 	00000
1340778409 	0 	00151
1340778410 	1 	00000
1340778410 	2 	00000
1340778415 	0 	00151
1340778416 	1 	00000
1340778416 	2 	00000
1340778422 	2 	00000
1340778427 	0 	00150
1340778428 	1 	00000
1340778428 	2 	00001
1340778433 	0 	00151
1340778434 	2 	00000
1340778440 	1 	00000
1340778441 	2 	00001
1340778446 	0 	00151
1340778446 	1 	00000
1340778447 	2 	00000
1340778452 	1 	00000
1340778453 	2 	00001
1340778458 	0 	00168
1340778458 	1 	00000
1340778459 	2 	00000
1340778464 	0 	00166
1340778465 	1 	00000
1340778465 	2 	00001
1340778471 	0 	00164
1340778471 	1 	00000
1340778476 	2 	00001
1340778477 	2 	00000
1340778483 	1 	00000
1340778483 	0 	00162
1340778483 	2 	00000
1340778489 	0 	00160
1340778490 	2 	00001
1340778495 	0 	00161
1340778495 	1 	00000
1340778496 	2 	00001
1340778501 	0 	00161
1340778501 	1 	00000
1340778502 	2 	00000
1340778507 	0 	00161
1340778507 	1 	00000
1340778508 	2 	00000
1340778513 	1 	00000
1340778520 	1 	00000
1340778520 	0 	00156
1340778520 	2 	00000
1340778526 	2 	00001
1340778532 	0 	00158
1340778532 	1 	00000
1340778532 	2 	00001
1340778538 	0 	00157
1340778538 	1 	00000
1340778544 	0 	00150
1340778546 	1 	00000
1340778550 	1 	00000
1340778551 	2 	00000
1340778556 	0 	00150
1340778556 	1 	00000
1340778557 	2 	00001
1340778562 	1 	00000
1340778568 	0 	00170
1340778569 	2 	00000
1340778574 	0 	00167
1340778575 	1 	00000
1340778575 	2 	00000
1340778580 	0 	00164
1340778581 	1 	00000
1340778581 	2 	00001
1340778586 	0 	00162
1340778590 	1 	00000
1340778593 	0 	00160
1340778593 	1 	00000
1340778594 	2 	00001
1340778599 	0 	00161
1340778600 	2 	00000
1340778605 	0 	00161
1340778605 	1 	00000
1340778606 	2 	00000
1340778611 	1 	00000
1340778618 	2 	00000
1340778624 	0 	00160
1340778624 	2 	00000
1340778630 	1 	00000
1340778630 	2 	00000
1340778636 	1 	00000
1340778642 	1 	00000
1340778642 	0 	00157
1340778643 	2 	00001
1340778648 	1 	00000
1340778648 	0 	00156
1340778649 	2 	00000
1340778654 	1 	00000
1340778655 	0 	00157
1340778655 	2 	00000
1340778660 	1 	00000
1340778661 	0 	00150
1340778666 	1 	00000
1340778668 	2 	00001
1340778672 	1 	00000
1340778673 	0 	00151
1340778673 	2 	00000
1340778679 	1 	00000
1340778679 	0 	00151
1340778685 	1 	00000
1340778686 	0 	00151
1340778691 	1 	00000
1340778693 	2 	00000
1340778697 	1 	00000
1340778698 	2 	00001
1340778698 	0 	00151
1340778709 	1 	00000
1340778710 	0 	00167
1340778715 	1 	00000
1340778716 	0 	00165
1340778716 	2 	00000
1340778721 	1 	00000
1340778724 	0 	00162
1340778727 	1 	00000
1340778728 	0 	00161
1340778728 	2 	00000
1340778734 	1 	00000
1340778734 	0 	00159
1340778740 	1 	00000
1340778746 	1 	00000
1340778748 	0 	00161
1340778752 	1 	00000
1340778753 	2 	00001
1340778753 	0 	00159
1340778758 	1 	00000
1340778759 	0 	00156
1340778764 	1 	00000
1340778765 	2 	00001
1340778765 	0 	00156
1340778770 	1 	00000
1340778771 	2 	00000
1340778772 	0 	00156
1340778776 	1 	00000
1340778777 	2 	00000
1340778778 	0 	00157
1340778782 	1 	00000
1340778789 	1 	00000
1340778791 	2 	00001
1340778795 	1 	00000
1340778796 	2 	00000
1340778796 	0 	00149
1340778801 	1 	00000
1340778802 	2 	00000
1340778803 	0 	00151
1340778807 	1 	00000
1340778809 	0 	00150
1340778813 	1 	00000
1340778815 	2 	00000
1340778819 	1 	00000
1340778820 	2 	00000
1340778821 	0 	00150
1340778825 	1 	00000
1340778826 	2 	00000
1340778827 	0 	00150
1340778831 	1 	00000
1340778833 	0 	00150
1340778839 	2 	00001
1340778841 	0 	00150
1340778844 	1 	00000
1340778845 	2 	00000
1340778846 	0 	00150
1340778850 	1 	00000
1340778851 	2 	00000
1340778852 	0 	00150
1340778856 	1 	00000
1340778858 	0 	00169
1340778862 	1 	00000
1340778863 	2 	00000
1340778864 	0 	00166
1340778868 	1 	00000
1340778869 	2 	00000
1340778871 	0 	00163
1340778874 	1 	00000
1340778875 	2 	00001
1340778877 	0 	00160
1340778880 	1 	00000
1340778883 	0 	00161
1340778886 	1 	00000
1340778888 	2 	00000
1340778889 	0 	00160
1340778892 	1 	00000
1340778894 	2 	00001
1340778895 	0 	00159
1340778899 	1 	00000
1340778900 	2 	00000
1340778901 	0 	00159
1340778905 	1 	00000
1340778907 	0 	00156
1340778911 	1 	00000
1340778912 	2 	00001
1340778917 	1 	00000
1340778918 	2 	00000
1340778920 	0 	00155
1340778923 	1 	00000
1340778925 	2 	00000
1340778926 	0 	00156
1340778929 	1 	00000
1340778935 	1 	00000
1340778937 	2 	00001
1340778938 	0 	00149
1340778941 	1 	00000
1340778943 	2 	00000
1340778944 	0 	00149
1340778948 	1 	00000
1340778950 	2 	00000
1340778951 	0 	00148
1340778954 	1 	00000
1340778957 	0 	00149
1340778960 	1 	00000
1340778961 	2 	00000
1340778966 	1 	00000
1340778967 	2 	00000
1340778969 	0 	00149
1340778973 	2 	00000
1340778975 	0 	00148
1340778978 	1 	00000
1340778982 	0 	00149
1340778984 	1 	00000
1340778986 	2 	00001
1340778990 	1 	00000
1340778992 	2 	00001
1340778994 	0 	00149
1340778996 	1 	00000
1340778999 	2 	00000
1340779003 	1 	00000
1340779006 	0 	00150
1340779009 	1 	00000
1340779010 	2 	00000
1340779015 	1 	00000
1340779016 	2 	00001
1340779019 	0 	00150
1340779021 	1 	00000
1340779023 	2 	00000
1340779025 	0 	00149
1340779027 	1 	00000
1340779031 	0 	00150
1340779033 	1 	00000
1340779035 	2 	00000
1340779037 	0 	00151
1340779039 	1 	00000
1340779041 	2 	00000
1340779043 	0 	00150
1340779045 	1 	00000
1340779047 	2 	00000
1340779051 	1 	00000
1340779053 	2 	00000
1340779056 	0 	00167
1340779058 	1 	00000
1340779059 	2 	00000
1340779062 	0 	00166
1340779064 	1 	00000
1340779065 	2 	00001
1340779068 	0 	00164
1340779070 	1 	00000
1340779071 	2 	00000
1340779074 	0 	00160
1340779076 	1 	00000
1340779077 	2 	00000
1340779080 	0 	00159
1340779082 	1 	00000
1340779084 	2 	00000
1340779087 	0 	00160
1340779088 	1 	00000
1340779090 	2 	00001
1340779093 	0 	02560
1340779094 	1 	00000
1340779096 	2 	00000
1340779100 	0 	02467
1340779100 	1 	00000
1340779102 	2 	00000
1340779106 	0 	02482
1340779108 	2 	00000
1340779113 	1 	00000
1340779114 	2 	00000
1340779119 	1 	00000
1340779120 	2 	00000
1340779125 	1 	00000
1340779125 	0 	02447
1340779126 	2 	00000
1340779131 	1 	00000
1340779132 	0 	02478
1340779133 	2 	00000
1340779137 	1 	00000
1340779138 	0 	02448
1340779143 	1 	00000
1340779145 	2 	00000
1340779149 	1 	00000
1340779151 	2 	00000
1340779155 	1 	00000
1340779157 	2 	00000
1340779158 	0 	02458
1340779161 	1 	00000
1340779163 	2 	00000
1340779164 	0 	02452
1340779168 	1 	00000
1340779169 	2 	00000
1340779171 	0 	02441
1340779174 	1 	00000
1340779175 	2 	00000
1340779180 	1 	00000
1340779182 	2 	00000
1340779184 	0 	02468
1340779188 	2 	00000
1340779191 	0 	02446
1340779192 	1 	00000
1340779194 	2 	00000
1340779197 	0 	02466
1340779198 	1 	00000
1340779200 	2 	00001
1340779204 	1 	00000
1340779206 	2 	00000
1340779210 	0 	02480
1340779210 	1 	00000
1340779212 	2 	00000
1340779216 	0 	00141
1340779217 	1 	00000
1340779219 	2 	00000
1340779222 	0 	00141
1340779223 	1 	00000
1340779224 	2 	00000
1340779228 	0 	00142
1340779229 	1 	00000
1340779231 	2 	00000
1340779234 	0 	00141
1340779235 	1 	00000
1340779237 	2 	00000
1340779241 	0 	00141
1340779243 	2 	00001
1340779247 	0 	00141
1340779247 	1 	00000
1340779249 	2 	00000
1340779253 	0 	00142
1340779253 	1 	00000
1340779255 	2 	00000
1340779259 	1 	00000
1340779261 	2 	00000
1340779265 	0 	00140
1340779265 	1 	00000
1340779267 	2 	00000
1340779271 	0 	00142
1340779272 	1 	00000
1340779273 	2 	00000
1340779278 	1 	00000
1340779280 	2 	00000
1340779283 	0 	00141
1340779284 	1 	00000
1340779286 	2 	00000
1340779290 	0 	00143
1340779290 	1 	00000
1340779292 	2 	00000
1340779296 	0 	00141
1340779296 	1 	00000
1340779298 	2 	00000
1340779302 	0 	00141
1340779302 	1 	00000
1340779304 	2 	00001
1340779310 	2 	00000
1340779314 	1 	00000
1340779316 	2 	00000
1340779321 	0 	00114
1340779322 	2 	00000
1340779327 	1 	00000
1340779327 	0 	00114
1340779329 	2 	00000
1340779333 	1 	00000
1340779333 	0 	00114
1340779335 	2 	00000
1340779339 	1 	00000
1340779339 	0 	00114
1340779341 	2 	00000
1340779345 	1 	00000
1340779345 	0 	00114
1340779347 	2 	00000
1340779351 	1 	00000
1340779353 	0 	00112
1340779353 	2 	00000
1340779357 	1 	00000
1340779359 	2 	00000
1340779363 	1 	00000
1340779364 	0 	00115
1340779365 	2 	00000
1340779369 	1 	00000
1340779370 	0 	00114
1340779371 	2 	00000
1340779375 	1 	00000
1340779376 	0 	00115
1340779378 	2 	00000
1340779382 	1 	00000
1340779383 	0 	00114
1340779384 	2 	00000
1340779388 	1 	00000
1340779389 	0 	00114
1340779390 	2 	00000
1340779394 	1 	00000
1340779396 	2 	00001
1340779400 	1 	00000
1340779402 	2 	00000
1340779406 	1 	00000
1340779407 	0 	00098
1340779408 	2 	00000
1340779412 	1 	00000
1340779414 	0 	00098
1340779414 	2 	00000
1340779418 	1 	00000
1340779420 	0 	00099
1340779420 	2 	00000
1340779424 	1 	00000
1340779426 	0 	00098
1340779427 	2 	00000
1340779430 	1 	00000
1340779432 	0 	00098
1340779433 	2 	00000
1340779437 	1 	00000
1340779439 	0 	00098
1340779439 	2 	00000
1340779443 	1 	00000
1340779445 	2 	00000
1340779449 	1 	00000
1340779451 	0 	00098
1340779451 	2 	00000
1340779457 	0 	00098
1340779457 	2 	00000
1340779461 	1 	00000
1340779463 	0 	00098
1340779463 	2 	00000
1340779467 	1 	00000
1340779469 	0 	00099
1340779473 	1 	00000
1340779475 	0 	00098
1340779479 	1 	00000
1340779485 	1 	00000
1340779488 	2 	00000
1340779488 	0 	00099
1340779492 	1 	00000
1340779494 	2 	00001
1340779494 	0 	00129
1340779498 	1 	00000
1340779500 	2 	00000
1340779500 	0 	00129
1340779504 	1 	00000
1340779506 	2 	00000
1340779510 	1 	00000
1340779512 	2 	00000
1340779513 	0 	00130
1340779516 	1 	00000
1340779518 	2 	00000
1340779519 	0 	00130
1340779522 	1 	00000
1340779524 	2 	00000
1340779527 	0 	00130
1340779528 	1 	00000
1340779531 	2 	00000
1340779534 	1 	00000
1340779537 	2 	00000
1340779537 	0 	00130
1340779541 	1 	00000
1340779543 	2 	00000
1340779544 	0 	00130
1340779547 	1 	00000
1340779549 	2 	00000
1340779550 	0 	00130
1340779553 	1 	00000
1340779555 	2 	00000
1340779556 	0 	01774
1340779559 	1 	00000
1340779561 	2 	00001
1340779563 	0 	01775
1340779565 	1 	00000
1340779569 	0 	01790
1340779571 	1 	00000
1340779573 	2 	00001
1340779576 	0 	01794
1340779577 	1 	00000
1340779580 	2 	00001
1340779583 	1 	00000
1340779586 	2 	00000
1340779589 	0 	01754
1340779592 	2 	00001
1340779596 	1 	00000
1340779596 	0 	01768
1340779598 	2 	00000
1340779602 	1 	00000
1340779602 	0 	01748
1340779604 	2 	00000
1340779608 	1 	00000
1340779609 	0 	01746
1340779610 	2 	00000
1340779614 	1 	00000
1340779616 	0 	01745
1340779616 	2 	00001
1340779620 	1 	00000
1340779622 	0 	01776
1340779622 	2 	00000
1340779626 	1 	00000
1340779629 	2 	00000
1340779632 	1 	00000
1340779635 	2 	00000
1340779642 	0 	01747
1340779644 	1 	00000
1340779647 	2 	00001
1340779648 	0 	01735
1340779651 	1 	00000
1340779653 	2 	00000
1340779655 	0 	01747
1340779657 	1 	00000
1340779659 	2 	00000
1340779661 	0 	01766
1340779663 	1 	00000
1340779665 	2 	00000
1340779668 	0 	01742
1340779669 	1 	00000
1340779671 	2 	00000
1340779674 	0 	01675
1340779675 	1 	00000
1340779678 	2 	00000
1340779681 	0 	01689
1340779681 	1 	00000
1340779684 	2 	00000
1340779687 	1 	00000
1340779690 	2 	00000
1340779693 	1 	00000
1340779694 	0 	01706
1340779696 	2 	00001
1340779699 	1 	00000
1340779701 	0 	01680
1340779702 	2 	00000
1340779706 	1 	00000
1340779708 	2 	00000
1340779712 	1 	00000
1340779714 	0 	01677
1340779714 	2 	00000
1340779718 	1 	00000
1340779720 	0 	01689
1340779720 	2 	00000
1340779727 	2 	00000
1340779734 	0 	01659
1340779736 	1 	00000
1340779739 	2 	00002
1340779739 	0 	00098
1340779742 	1 	00000
1340779745 	2 	00000
1340779745 	0 	00099
1340779748 	1 	00000
1340779751 	2 	00000
1340779751 	0 	00098
1340779754 	1 	00000
1340779757 	2 	00001
1340779758 	0 	00112
1340779761 	1 	00000
1340779763 	2 	00008
1340779764 	0 	00099
1340779767 	1 	00000
1340779769 	2 	00000
1340779770 	0 	00099
1340779773 	1 	00000
1340779776 	2 	00000
1340779776 	0 	00098
1340779779 	1 	00000
1340779782 	2 	00000
1340779782 	0 	00099
1340779785 	1 	00000
1340779788 	2 	00001
1340779789 	0 	00098
1340779791 	1 	00000
1340779794 	2 	00000
1340779796 	0 	00098
1340779797 	1 	00000
1340779800 	2 	00000
1340779801 	0 	00098
1340779806 	2 	00000
1340779807 	0 	00098
1340779809 	1 	00000
1340779812 	2 	00001
1340779813 	0 	00098
1340779816 	1 	00000
1340779818 	2 	00000
1340779820 	0 	00099
1340779822 	1 	00000
1340779825 	2 	00000
1340779826 	0 	00099
1340779828 	1 	00000
1340779831 	2 	00001
1340779832 	0 	00097
1340779834 	1 	00000
1340779837 	2 	00000
1340779838 	0 	00098
1340779840 	1 	00000
1340779843 	2 	00000
1340779844 	0 	00098
1340779846 	1 	00000
1340779849 	2 	00000
1340779850 	0 	00099
1340779852 	1 	00000
1340779855 	2 	00000
1340779858 	0 	00098
1340779858 	1 	00000
1340779861 	2 	00000
1340779865 	1 	00000
1340779867 	2 	00000
1340779869 	0 	00097
1340779871 	1 	00000
1340779874 	2 	00000
1340779875 	0 	00098
1340779877 	1 	00000
1340779880 	2 	00000
1340779883 	1 	00000
1340779886 	2 	00000
1340779888 	0 	02452
1340779889 	1 	00000
1340779892 	2 	00000
1340779894 	0 	02476
1340779895 	1 	00000
1340779898 	2 	00001
1340779901 	0 	02410
1340779901 	1 	00000
1340779904 	2 	00001
1340779907 	1 	00000
1340779910 	2 	00000
1340779913 	1 	00000
1340779916 	2 	00000
1340779920 	1 	00000
1340779921 	0 	00099
1340779923 	2 	00000
1340779926 	1 	00000
1340779926 	0 	00099
1340779929 	2 	00000
1340779932 	1 	00000
1340779932 	0 	00099
1340779935 	2 	00000
1340779939 	0 	00099
1340779941 	2 	00000
1340779944 	1 	00000
1340779945 	0 	00097
1340779947 	2 	00000
1340779950 	1 	00000
1340779951 	0 	00098
1340779953 	2 	00000
1340779956 	1 	00000
1340779957 	0 	00098
1340779959 	2 	00000
1340779962 	1 	00000
1340779963 	0 	00098
1340779965 	2 	00000
1340779968 	1 	00000
1340779970 	0 	00101
1340779972 	2 	00000
1340779975 	1 	00000
1340779976 	0 	00097
1340779978 	2 	00000
1340779981 	1 	00000
1340779983 	0 	00098
1340779984 	2 	00000
1340779987 	1 	00000
1340779988 	0 	00096
1340779990 	2 	00000
1340779996 	2 	00000
1340779999 	1 	00000
1340780002 	2 	00001
